Sr.No,Round,Institute,Program,Stream,Quota,Category,Seat Gender,Opening Rank,Closing Rank,Remark
2950,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,78801.0,81576.0,&nbsp;
2951,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,771964.0,987112.0,&nbsp;
2952,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1092707.0,1300982.0,&nbsp;
2953,Round 1,"VIDYA COLLEGE OF ENGINEERING,MEERUT",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,467493.0,1247847.0,&nbsp;
2954,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,307686.0,618197.0,&nbsp;
2955,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,627724.0,1274878.0,&nbsp;
2956,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,765952.0,1039695.0,&nbsp;
2957,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,687762.0,1046396.0,&nbsp;
2958,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,154966.0,154966.0,&nbsp;
2959,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,91719.0,94535.0,&nbsp;
2960,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,1109720.0,1109720.0,&nbsp;
2961,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,64880.0,71824.0,&nbsp;
2962,Round 1,"AZAD INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,38247.0,218478.0,&nbsp;
2963,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,25176.0,46514.0,&nbsp;
2964,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,SC(AF),Both Male and Female Seats,397621.0,397621.0,&nbsp;
2965,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,SC(Girl),Female Seats,340374.0,376045.0,&nbsp;
2966,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,545604.0,688937.0,&nbsp;
2967,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Aeronautical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,678710.0,711293.0,&nbsp;
2968,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Internet Of Things) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1346903.0,1346903.0,&nbsp;
2969,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,148569.0,759664.0,&nbsp;
2970,Round 1,GREATER NOIDA COLLEGE,Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,104415.0,1291697.0,&nbsp;
2971,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,113515.0,126965.0,&nbsp;
2972,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,BC(PH),Both Male and Female Seats,714263.0,714263.0,&nbsp;
2973,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,76365.0,79461.0,&nbsp;
2974,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,100961.0,114528.0,&nbsp;
2975,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,78185.0,82553.0,&nbsp;
2976,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,ST(Girl),Female Seats,558701.0,558701.0,&nbsp;
2977,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,ST,Both Male and Female Seats,379083.0,379083.0,&nbsp;
2978,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1094385.0,1160342.0,&nbsp;
2979,Round 1,"VIDYA COLLEGE OF ENGINEERING,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,597597.0,1379698.0,&nbsp;
2980,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,203748.0,1251311.0,&nbsp;
2981,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,775821.0,1237400.0,&nbsp;
2982,Round 1,"APOLLO INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,120251.0,1138617.0,&nbsp;
2983,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,777123.0,1164825.0,&nbsp;
2984,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,258955.0,830529.0,&nbsp;
2985,Round 1,GREATER NOIDA COLLEGE,Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,607068.0,1237813.0,&nbsp;
2986,Round 1,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom &amp; Textile Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,558541.0,1226313.0,&nbsp;
2987,Round 1,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom &amp; Textile Technology,B.Tech,Home State,SC,Both Male and Female Seats,1247836.0,1247836.0,&nbsp;
2988,Round 1,"AZAD INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,98064.0,1340443.0,&nbsp;
2989,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,235471.0,303447.0,&nbsp;
2990,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,173240.0,173240.0,&nbsp;
2991,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,243235.0,252901.0,&nbsp;
2992,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,361121.0,758071.0,&nbsp;
2993,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,131025.0,260702.0,&nbsp;
2994,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Aeronautical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,501078.0,541914.0,&nbsp;
2995,Round 1,"VIDYA COLLEGE OF ENGINEERING,MEERUT",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1360184.0,1360184.0,&nbsp;
2996,Round 1,"RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,555474.0,780069.0,&nbsp;
2997,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,766714.0,1311748.0,&nbsp;
2998,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,190596.0,1149974.0,&nbsp;
2999,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,330566.0,903976.0,&nbsp;
3000,Round 1,GREATER NOIDA COLLEGE,Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,237222.0,1078994.0,&nbsp;
3001,Round 1,"AZAD INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,483450.0,492835.0,&nbsp;
3002,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,69098.0,77325.0,&nbsp;
3003,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,63070.0,65357.0,&nbsp;
3004,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,124457.0,124457.0,&nbsp;
3005,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,59867.0,65599.0,&nbsp;
3006,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,91382.0,97004.0,&nbsp;
3007,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,74500.0,88991.0,&nbsp;
3008,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,545040.0,800481.0,&nbsp;
3009,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,1085270.0,1085270.0,&nbsp;
3010,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,595846.0,756854.0,&nbsp;
3011,Round 1,GREATER NOIDA COLLEGE,Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,386335.0,794591.0,&nbsp;
3012,Round 1,"AZAD INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,226406.0,381485.0,&nbsp;
3013,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,247868.0,247868.0,&nbsp;
3014,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,65964.0,67464.0,&nbsp;
3015,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,67130.0,70814.0,&nbsp;
3016,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,OPEN(PH),Both Male and Female Seats,1051227.0,1051227.0,&nbsp;
3017,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,84433.0,100781.0,&nbsp;
3018,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,BC(Girl),Female Seats,137542.0,160014.0,&nbsp;
3019,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,72361.0,77270.0,&nbsp;
3020,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,786431.0,881261.0,&nbsp;
3021,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,232348.0,1337874.0,&nbsp;
3022,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,643682.0,894525.0,&nbsp;
3023,Round 1,"AZAD INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,172853.0,881157.0,&nbsp;
3024,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,117373.0,142819.0,&nbsp;
3025,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,SC(Girl),Female Seats,331520.0,367291.0,&nbsp;
3026,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(FF),Both Male and Female Seats,216364.0,216364.0,&nbsp;
3027,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,OPEN(FF),Both Male and Female Seats,917874.0,917874.0,&nbsp;
3028,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,83671.0,83671.0,&nbsp;
3029,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,190148.0,203058.0,&nbsp;
3030,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,245653.0,245653.0,&nbsp;
3031,Round 1,"FEROZ GANDHI INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,RAIBAREILLY",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,668973.0,668973.0,&nbsp;
3032,Round 1,"VIDYA COLLEGE OF ENGINEERING,MEERUT",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,370425.0,1309240.0,&nbsp;
3033,Round 1,"R.D.ENGINEERING COLLEGE,GHAZIABAD",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,607482.0,607482.0,&nbsp;
3034,Round 1,"RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,SULTANPUR",Electrical &amp; Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,542415.0,1351433.0,&nbsp;
3035,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,329941.0,1027265.0,&nbsp;
3036,Round 1,"KCC INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,341496.0,1111526.0,&nbsp;
3037,Round 1,GREATER NOIDA COLLEGE,Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,568811.0,662282.0,&nbsp;
3038,Round 1,"INDIAN INSTITUTE OF HANDLOOM TECHNOLOGY,VARANASI",Handloom &amp; Textile Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,790402.0,1011446.0,&nbsp;
3039,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, JHANSI",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,73987.0,87952.0,&nbsp;
3040,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, JHANSI",Mechanical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,154317.0,154317.0,&nbsp;
3041,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, JHANSI",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,270300.0,294158.0,&nbsp;
3042,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,123163.0,171255.0,&nbsp;
3043,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,737985.0,737985.0,&nbsp;
3044,Round 1,"RAJKIYA ENGINEERING COLLEGE,BANDA",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,446393.0,820087.0,&nbsp;
3045,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,343197.0,749678.0,&nbsp;
3046,Round 1,"RAJA BALWANT SINGH ENGINEERING TECHNICAL CAMPUS,AGRA",Food Technology,B.Tech,All India,OPEN,Both Male and Female Seats,347420.0,1409525.0,&nbsp;
3047,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,924992.0,1181075.0,&nbsp;
3048,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science,B.Tech,Home State,BC,Both Male and Female Seats,854527.0,1367239.0,&nbsp;
3049,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(GL),Female Seats,915049.0,915049.0,&nbsp;
3050,Round 1,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,1078213.0,1145917.0,&nbsp;
3051,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,354773.0,396871.0,&nbsp;
3052,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,172877.0,893633.0,&nbsp;
3053,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,494975.0,1364047.0,&nbsp;
3054,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,179484.0,348642.0,&nbsp;
3055,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science,B.Tech,Home State,OPEN,Both Male and Female Seats,973216.0,1023825.0,&nbsp;
3056,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,212114.0,1276548.0,&nbsp;
3057,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,351485.0,525248.0,&nbsp;
3058,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,744629.0,993403.0,&nbsp;
3059,Round 1,"J.P..INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,570780.0,1317029.0,&nbsp;
3060,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,106192.0,321656.0,&nbsp;
3061,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,229407.0,229407.0,&nbsp;
3062,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Electrical &amp; Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,451925.0,463959.0,&nbsp;
3063,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,EWS(GL),Female Seats,603539.0,603539.0,&nbsp;
3064,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,44864.0,128493.0,&nbsp;
3065,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science (Hindi),B.Tech,Home State,EWS(GL),Female Seats,478315.0,478315.0,&nbsp;
3066,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,124694.0,138988.0,&nbsp;
3067,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Technology,B.Tech,Home State,EWS(GL),Female Seats,491586.0,491586.0,&nbsp;
3068,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,253179.0,1148321.0,&nbsp;
3069,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,262389.0,692619.0,&nbsp;
3070,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,1127905.0,1127905.0,&nbsp;
3071,Round 1,"MEERUT INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,746762.0,1000791.0,&nbsp;
3072,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,171783.0,281225.0,&nbsp;
3073,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC(AF),Both Male and Female Seats,424011.0,424011.0,&nbsp;
3074,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,210598.0,1333446.0,&nbsp;
3075,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,624407.0,799450.0,&nbsp;
3076,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. &amp; MANAGEMENT,LUCKNOW",Computer Science &amp; Engineering (Cyber Security),B.Tech,Home State,OPEN(GIRL),Female Seats,663128.0,725909.0,&nbsp;
3077,Round 1,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,333454.0,803003.0,&nbsp;
3078,Round 1,"Dr. Bhim Rao Ambedkar University, Agra",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,216646.0,736773.0,&nbsp;
3079,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,421994.0,1093902.0,&nbsp;
3080,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,244703.0,1387039.0,&nbsp;
3081,Round 1,"KRISHNA INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,67118.0,1350344.0,&nbsp;
3082,Round 1,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,665203.0,945346.0,&nbsp;
3083,Round 1,"BANSAL INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,153306.0,985149.0,&nbsp;
