Sr.No,Round,Institute,Program,Stream,Quota,Category,Seat Gender,Opening Rank,Closing Rank,Remark
137,Round 1,"KALICHARAN NIGAM INSTITUTE OF TECHNOLOGY,BANDA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,157238.0,660088.0,&nbsp;
138,Round 1,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &amp; TECHNOLOGY (CIPET), LUCKNOW",Plastic Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,207251.0,1164899.0,&nbsp;
139,Round 1,"KAMLA NEHRU INSTITUTE OF PHYSICAL &amp; SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,232428.0,314236.0,&nbsp;
140,Round 1,"KAMLA NEHRU INSTITUTE OF PHYSICAL &amp; SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,440181.0,655380.0,&nbsp;
141,Round 1,"ADHUNIK COLLEGE OF ENGG.,GHAZIABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1043484.0,1043484.0,&nbsp;
142,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,219929.0,254877.0,&nbsp;
143,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,236431.0,426661.0,&nbsp;
144,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,79744.0,88193.0,&nbsp;
145,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Electrical &amp; Computer Engg.,B.Tech,Home State,BC(AF),Both Male and Female Seats,571133.0,571133.0,&nbsp;
146,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Electrical &amp; Computer Engg.,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,275948.0,275948.0,&nbsp;
147,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,307804.0,692403.0,&nbsp;
148,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,1199865.0,1199865.0,&nbsp;
149,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,654400.0,680792.0,&nbsp;
150,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,160845.0,303459.0,&nbsp;
151,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science (Hindi),B.Tech,Home State,OPEN,Both Male and Female Seats,924361.0,1336875.0,&nbsp;
152,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,649711.0,649711.0,&nbsp;
153,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,575754.0,1276484.0,&nbsp;
154,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,137654.0,283486.0,&nbsp;
155,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,148083.0,212343.0,&nbsp;
156,Round 1,"LUCKNOW INSTITUTE OF TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,339497.0,401722.0,&nbsp;
157,Round 1,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,224017.0,235538.0,&nbsp;
158,Round 1,"Bundelkhand University, Jhansi",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,225162.0,225162.0,&nbsp;
159,Round 1,"Bundelkhand University, Jhansi",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,452403.0,458378.0,&nbsp;
160,Round 1,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,562206.0,666027.0,&nbsp;
161,Round 1,"Baba Shaheb (Dr.) B R Ambedkar College of Agricultural Engineering and Technology, Etawah",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,737715.0,737715.0,&nbsp;
162,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,ST(Girl),Female Seats,733713.0,733713.0,&nbsp;
163,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,756806.0,919627.0,&nbsp;
164,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,363632.0,680570.0,&nbsp;
165,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,1027309.0,1027309.0,&nbsp;
166,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,490967.0,698687.0,&nbsp;
167,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,699179.0,873090.0,&nbsp;
168,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,1019233.0,1019233.0,&nbsp;
169,Round 1,"J.P..INSTITUTE OF ENGINEERING &amp; TECHNOLOGY,MEERUT",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,289405.0,833597.0,&nbsp;
170,Round 1,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,693066.0,1405743.0,&nbsp;
171,Round 1,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Electrical &amp; Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,637066.0,1362871.0,&nbsp;
172,Round 1,"S.R.INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,1067050.0,1359664.0,&nbsp;
173,Round 1,"MAHARANA PRATAP ENGINEERING COLLEGE,KANPUR",Computer Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,356659.0,512225.0,&nbsp;
174,Round 1,"BABU BANARASI DAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, LUCKNOW",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,337640.0,368646.0,&nbsp;
175,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,263127.0,282851.0,&nbsp;
176,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,264029.0,343503.0,&nbsp;
177,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical &amp; Computer Engg.,B.Tech,Home State,EWS(GL),Female Seats,504748.0,509468.0,&nbsp;
178,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical &amp; Computer Engg.,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,441155.0,441155.0,&nbsp;
179,Round 1,"HI-TECH. INSTITUTE OF ENGINEERING &amp;TECHNOLOGY,GHAZIABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1149119.0,1149119.0,&nbsp;
180,Round 1,"KOTHIWAL INSTITUTE OF TECHNOLOGY &amp; PROFESSIONAL STUDIES,MORADABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,437003.0,437003.0,&nbsp;
181,Round 1,"KOTHIWAL INSTITUTE OF TECHNOLOGY &amp; PROFESSIONAL STUDIES,MORADABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,601007.0,601007.0,&nbsp;
182,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,94442.0,128584.0,&nbsp;
183,Round 1,MAYA INSTITUTE OF PHARMACY,Computer Engineering And Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,925213.0,1065644.0,&nbsp;
184,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,383348.0,383348.0,&nbsp;
185,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science &amp; Engineering  (Artificial Intelligence &amp; data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,305429.0,320251.0,&nbsp;
186,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science &amp; Engineering (AI &amp; Finance Managemnet),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,385977.0,397754.0,&nbsp;
187,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Computer Science &amp; Engineering (AI &amp; Finance Managemnet),B.Tech,Home State,OPEN(GIRL),Female Seats,347445.0,399064.0,&nbsp;
188,Round 1,"Acharya Narendra Deva University of Agriculture &amp; Technology, Kumarganj, Ayodhya",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,482716.0,482716.0,&nbsp;
189,Round 1,"LLOYD INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Telecommunication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,960999.0,960999.0,&nbsp;
190,Round 1,"BHABHA INSTITUTE OF TECHNOLOGY,KANPUR DEHAT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,527017.0,527017.0,&nbsp;
191,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1213811.0,1213811.0,&nbsp;
192,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,750107.0,878669.0,&nbsp;
193,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,184800.0,268969.0,&nbsp;
194,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,325447.0,347768.0,&nbsp;
195,Round 1,"INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, LUCKNOW",Chemical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,71794.0,76164.0,&nbsp;
196,Round 1,"INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,40831.0,48213.0,&nbsp;
197,Round 1,"INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(FF),Both Male and Female Seats,166548.0,166548.0,&nbsp;
198,Round 1,"INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,ST,Both Male and Female Seats,191507.0,191507.0,&nbsp;
199,Round 1,"INSTITUTE OF ENGINEERING &amp; TECHNOLOGY, LUCKNOW",Computer Science and Engineering(Self Finance),B.Tech,Home State,EWS(GL),Female Seats,53813.0,57404.0,&nbsp;
200,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,798003.0,798003.0,&nbsp;
201,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,299968.0,348384.0,&nbsp;
202,Round 1,"PRAYAG INSTITUTE OF TECHNOLOGY &amp; MANAGEMENT,ALLAHABAD",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1330409.0,1369953.0,&nbsp;
203,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,58469.0,209139.0,&nbsp;
204,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,449873.0,485858.0,&nbsp;
205,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,597958.0,868272.0,&nbsp;
206,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Automotion &amp; Robotics,B.Tech,Home State,BC,Both Male and Female Seats,718908.0,797473.0,&nbsp;
207,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,344522.0,526793.0,&nbsp;
208,Round 1,"I.E.C. COLLEGE OF ENGINEERING &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,738710.0,1163117.0,&nbsp;
209,Round 1,"SAROJ INSTITUTE OF TECH. &amp; MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,486141.0,1315329.0,&nbsp;
210,Round 1,"SAROJ INSTITUTE OF TECH. &amp; MANAGEMENT,LUCKNOW",Computer Science &amp; Engineering (Cyber Security),B.Tech,All India,OPEN,Both Male and Female Seats,524498.0,524498.0,&nbsp;
211,Round 1,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,589850.0,1386895.0,&nbsp;
212,Round 1,"DR. RIZVI COLLEGE OF ENGINEERING,,KAUSHAMBI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1223227.0,1223227.0,&nbsp;
213,Round 1,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1066134.0,1366093.0,&nbsp;
214,Round 1,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,983536.0,983536.0,&nbsp;
215,Round 1,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,166768.0,432762.0,&nbsp;
216,Round 1,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,938982.0,1389632.0,&nbsp;
217,Round 1,"AMBALIKA INSTITUTE OF MANAGEMENT &amp; TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,991368.0,1304401.0,&nbsp;
218,Round 1,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,875773.0,875773.0,&nbsp;
219,Round 1,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,475521.0,498945.0,&nbsp;
220,Round 1,"KANPUR INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,291106.0,432023.0,&nbsp;
221,Round 1,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,527905.0,1040046.0,&nbsp;
222,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,EWS(GL),Female Seats,313301.0,313301.0,&nbsp;
223,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,267717.0,275013.0,&nbsp;
224,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,OPEN(GIRL),Female Seats,201085.0,309723.0,&nbsp;
225,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,281544.0,281544.0,&nbsp;
226,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,189225.0,250486.0,&nbsp;
227,Round 1,"GALGOTIAS COLLEGE OF ENGG. &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology),B.Tech,Home State,BC(Girl),Female Seats,674517.0,878050.0,&nbsp;
228,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical &amp; Computer Engg.,B.Tech,Home State,BC(AF),Both Male and Female Seats,844583.0,844583.0,&nbsp;
229,Round 1,"I.E.C. COLLEGE OF ENGINEERING &amp; TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,155109.0,1267851.0,&nbsp;
230,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,252153.0,252153.0,&nbsp;
231,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,383459.0,417162.0,&nbsp;
232,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,219906.0,267970.0,&nbsp;
233,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,889880.0,1153738.0,&nbsp;
234,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,412027.0,665580.0,&nbsp;
235,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,667470.0,831931.0,&nbsp;
236,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science &amp; Engineering  (Artificial Intelligence &amp; data Science),B.Tech,Home State,EWS(GL),Female Seats,658764.0,658764.0,&nbsp;
237,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science And Engineering(Artificial Intelligence &amp; Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,914557.0,914557.0,&nbsp;
238,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Automotion &amp; Robotics,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,722333.0,850093.0,&nbsp;
239,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,216698.0,276263.0,&nbsp;
240,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,332029.0,462731.0,&nbsp;
241,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,ST,Both Male and Female Seats,989944.0,989944.0,&nbsp;
242,Round 1,"IIMT COLLEGE OF ENGINEERING,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,497355.0,836405.0,&nbsp;
243,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,151791.0,180668.0,&nbsp;
244,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(AF),Both Male and Female Seats,202114.0,232992.0,&nbsp;
245,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(GL),Female Seats,158256.0,170375.0,&nbsp;
246,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,145530.0,150565.0,&nbsp;
247,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. &amp; TECHNOLOGY),GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,169806.0,200026.0,&nbsp;
248,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,846540.0,846540.0,&nbsp;
249,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,820673.0,1002992.0,&nbsp;
250,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,474299.0,602897.0,&nbsp;
251,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,604816.0,700218.0,&nbsp;
